site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,elevation_atPoint,slope_atPoint,crop_meanPerc_subcatch,urban_meanPerc_subcatch,dam_impact_score_lessthan100km,ppt_mm_12moPrior,tmax_C_12moPrior
100000088,France_2,4003500,France,LIGNON DU VELAY,Mathieu Floury,4.150692978,45.25668349,IBGN,Ind/sample,1997,2013,17,12,7,9,summer,family,NA,NA,NA,NA,41,16,63,15132,1.584528276,-0.00126634,1097534,7367904,0.537929006,6,710.7106,470.4,0,0.011236,0,0.761774706,740.4117647,15.78578431
100000089,France_2,4003900,France,ANCE DU NORD,Mathieu Floury,4.114111959,45.28559964,IBGN,Ind/sample,1997,2016,20,15,6,8,summer,family,NA,NA,NA,NA,40,16,61,27526,1.832132538,0.022174185,1097534,7801414,0.09665691,6,543.2737,450.7,0,0,0,0.67637117,728.3,15.93125
100000090,France_2,4013000,France,LOIRE,Mathieu Floury,4.046484245,45.99572164,IBGN,Ind/sample,1994,2015,22,15,7,9,summer,family,NA,NA,NA,NA,35,12,60,119367,-1.256357655,0.028966685,1097534,12364115,0.083508357,8,0.01949949,279.2,0.086326792,1,0,1.075532237,739.0909091,16.36742424
100000091,France_2,4015000,France,LOIRE,Mathieu Floury,4.097429923,46.14666444,IBGN,Ind/sample,1994,2014,21,13,7,9,summer,family,NA,NA,NA,NA,43,27,75,43986,-0.316325547,0.021428571,1097534,12904967,0.035691978,1,0.1322529,254.2,0.000900126,0.5,0,0,734.4285714,16.48174603
100000092,France_2,4015300,France,SORNIN,Mathieu Floury,4.151536463,46.15012884,IBGN,Ind/sample,1997,2014,18,11,7,9,summer,family,NA,NA,NA,NA,47,24,73,48973,4.06324689,0.013622291,1097534,12564116,0.315261638,6,0.005949844,271.2,0.050412001,0,0,0,734.4444444,16.34351852
100000093,France_2,4023000,France,BESBRE,Mathieu Floury,3.678646766,46.50172065,IBGN,Ind/sample,1996,2015,20,15,7,9,summer,family,NA,NA,NA,NA,33,12,73,12727,1.764011078,0.029899749,1097534,13443903,0.260047571,3,0.01760003,224.4,0.025898136,0.204545,0,0,747.1,16.52416667
100000094,France_2,4026500,France,ALLIER,Mathieu Floury,3.850610567,44.56383846,IBGN,Ind/sample,1997,2016,20,12,6,8,summer,family,NA,NA,NA,NA,38,17,55,56262,-0.156891294,0.025758145,1097534,1343519,0.116231476,4,12.80978,1121.5,0,0,0,0,1155.6,12.33791667
100000095,France_2,4026900,France,ALLIER,Mathieu Floury,3.865724708,44.7258248,IBGN,Ind/sample,1995,2014,20,11,6,8,summer,family,NA,NA,NA,NA,42,18,61,22675,-2.441432194,0.016785714,1097534,2548113,0.085404454,6,0.02738754,904.6,0.00810214,0.214286,0,0.938371091,917.05,13.66625
100000096,France_2,4027730,France,ALLIER,Mathieu Floury,3.490668752,45.11562708,IBGN,Ind/sample,1999,2016,18,14,7,9,summer,family,NA,NA,NA,NA,49,19,68,20141,0.923213459,0.030495356,1097534,7281396,0.09694792,6,0.01777619,514.1,0.266463471,0.1875,0,0.212088733,621.1111111,15.9212963
100000097,France_2,4028400,France,ALAGNON,Mathieu Floury,2.792301122,45.11217715,IBGN,Ind/sample,1997,2015,19,14,6,8,summer,family,NA,NA,NA,NA,35,15,51,17834,1.322778294,0.021213451,1097534,2183263,0.315098126,3,17.80559,942.6,0.017104273,0,0,0,971.5263158,12.7377193
100000098,France_2,4028500,France,ALAGNON,Mathieu Floury,3.014131233,45.1418743,IBGN,Ind/sample,1995,2015,21,13,6,8,summer,family,NA,NA,NA,NA,33,9,51,16216,-0.256366184,0.0179329,1097534,4150577,0.090846492,6,17.78664,730.5,0,0.266667,0,0,796.9047619,14.14285714
100000099,France_2,4029050,France,ALAGNON,Mathieu Floury,3.294889288,45.44056044,IBGN,Ind/sample,1997,2015,19,14,6,8,summer,family,NA,NA,NA,NA,41,19,61,20179,2.040270037,0.020423977,1097534,9060319,0.090368378,6,0.1479933,393.1,0,0.9333337,0,0,580.6842105,16.87763158
100000100,France_2,4030000,France,ALLIER,Mathieu Floury,3.252484376,45.56643192,IBGN,Ind/sample,1997,2015,19,11,6,8,summer,family,NA,NA,NA,NA,36,17,68,14577,2.659166537,0.020190058,1097534,9754284,0.204370181,7,0.1893872,367.7,0.063665943,0,0.022875844,0,598.1052632,16.79868421
100000101,France_2,4031000,France,ALLIER,Mathieu Floury,3.223359242,45.7389612,IBGN,Ind/sample,1995,2015,21,11,6,8,summer,family,NA,NA,NA,NA,36,9,58,16898,1.70104571,0.017088745,1097534,10928532,0.239700407,7,0.015141,316.9,0.007553397,0.437962963,0.337037037,0,581.7619048,17.15238095
100000102,France_2,4036500,France,ALLIER,Mathieu Floury,3.447653393,45.96861189,IBGN,Ind/sample,1999,2013,15,11,7,9,summer,family,NA,NA,NA,NA,32,14,58,12251,1.651122705,-0.005535714,1097534,12538659,0.077583888,8,0.006263254,271.5,0.046810928,1,0,0,669.6666667,17.03222222
100000103,France_2,4037400,France,DORE,Mathieu Floury,3.705181093,45.63905933,IBGN,Ind/sample,1997,2014,18,11,6,8,summer,family,NA,NA,NA,NA,36,17,61,16288,2.717410367,0.015479876,1097534,7181876,0.264140151,6,634.6929,490.2,0,0,0,0,683.3333333,15.39814815
100000104,France_2,4039000,France,DORE,Mathieu Floury,3.476710329,45.87357496,IBGN,Ind/sample,1997,2013,17,11,7,9,summer,family,NA,NA,NA,NA,38,13,62,8503,3.544018417,-0.001429739,1097534,11621872,0.550025645,4,0.0310684,282.9,0.021604955,0.586956148,0.018115944,0,629,16.98284314
100000106,France_2,4041700,France,SIOULE,Mathieu Floury,2.809033612,45.87966007,IBGN,Ind/sample,1997,2015,19,14,7,9,summer,family,NA,NA,NA,NA,44,19,67,22232,1.720339339,0.02005848,1097534,6189623,0.131505075,6,0.02378311,585.3,0.251159185,0,0,0,733.6842105,15.22017544
100000107,France_2,4041900,France,SIOULE,Mathieu Floury,3.189868717,46.16488734,IBGN,Ind/sample,1997,2016,20,9,7,9,summer,family,NA,NA,NA,NA,42,19,68,15061,2.56180708,0.020532581,1097534,11933554,0.124886616,1,0.1668851,280.8,0.039609606,0.714286,0,0,699.45,16.77458333
100000108,France_2,4042100,France,BOUBLE,Mathieu Floury,3.226302671,46.26317506,IBGN,Ind/sample,1995,2015,21,15,6,8,summer,family,NA,NA,NA,NA,43,13,68,22603,1.148408674,0.016883117,1097534,13225859,0.041554315,6,559.767,248,0,1,0,0,720,17.01111111
100000109,France_2,4043100,France,SIOULE,Mathieu Floury,3.310254843,46.340495,IBGN,Ind/sample,1997,2014,18,12,7,9,summer,family,NA,NA,NA,NA,40,16,72,13164,3.14398703,0.010904713,1097534,14168044,0.041495086,7,2523.184,224.9,0,0.571429,0,0.053195497,731.7222222,16.975
100000110,France_2,4043200,France,ALLIER,Mathieu Floury,3.319177148,46.40299681,IBGN,Ind/sample,1997,2016,20,14,7,9,summer,family,NA,NA,NA,NA,33,9,60,10889,2.379256613,0.020921053,1097534,14457694,0.177628334,8,12167.29,218.4,0,1,0,0,733.8,16.93791667
100000111,France_2,4044000,France,ALLIER,Mathieu Floury,3.228371759,46.65954198,IBGN,Ind/sample,1997,2013,17,12,7,9,summer,family,NA,NA,NA,NA,32,13,54,12305,0.721571107,-0.000245098,1097534,15532560,0.447877426,8,13272.97,195.9,0,0.618421,0,0,737.1176471,16.67107843
100000112,France_2,4052600,France,BEUVRON,Mathieu Floury,1.292766216,47.49318048,IBGN,Ind/sample,1996,2016,21,14,8,10,fall,family,NA,NA,NA,NA,39,25,72,41873,-2.17334427,0.023777056,1097534,25751256,0.237868108,7,0.007193971,67.2,0.0513122,0.384823444,0.202348741,0,677.8095238,16.75992064
100000113,France_2,4057000,France,CHER,Mathieu Floury,2.566292419,46.14425166,IBGN,Ind/sample,1997,2016,20,11,7,9,summer,family,NA,NA,NA,NA,47,14,70,14851,1.328791994,0.021171679,1097534,9674166,0.529421521,6,0.008945692,374.4,0.098196463,0.101124,0,0,699.7,16.31958333
100000114,France_2,4057800,France,TARDES,Mathieu Floury,2.445995151,46.1840181,IBGN,Ind/sample,1994,2016,23,13,7,9,summer,family,NA,NA,NA,NA,40,16,72,11487,-1.479377035,0.025230566,1097534,10683593,0.0772804,6,0.006997391,380.7,0.502319195,0,0,0,696.7391304,16.51123188
100000115,France_2,4059000,France,CHER,Mathieu Floury,2.602639959,46.31241662,IBGN,Ind/sample,1997,2017,21,8,6,8,summer,family,NA,NA,NA,NA,37,19,59,13012,-0.76105581,0.028441558,1097534,14924451,0.088962018,7,0.1099342,210.1,0.017104135,0.133333,0,0.871391895,661.047619,17.07420635
100000116,France_2,4061400,France,OEIL,Mathieu Floury,2.8232277,46.42077604,IBGN,Ind/sample,1997,2015,19,14,7,9,summer,family,NA,NA,NA,NA,40,8,63,14531,0.296662099,0.022105263,1097534,13686243,0.09470458,7,0.01521899,238.3,0.020502547,0.625,0,0,685.1578947,16.95701754
100000118,France_2,4068800,France,SAULDRE,Mathieu Floury,2.067355404,47.43262661,IBGN,Ind/sample,1996,2017,22,14,7,9,summer,family,NA,NA,NA,NA,44,16,66,26566,-2.168340293,0.030463015,1097534,22399076,0.063889837,7,0.01609796,107.1,0.042309998,0.636364,0,0,678.0909091,16.69848485
100000119,France_2,4070000,France,SAULDRE,Mathieu Floury,1.670793315,47.32060428,IBGN,Ind/sample,1997,2017,21,13,7,9,summer,family,NA,NA,NA,NA,42,24,67,30524,-4.811511727,0.027510823,1097534,24412223,0.12805535,7,2095.578,79.2,0,0.787878667,0.212121333,0,684.2380952,16.98333333
100000120,France_2,4072700,France,INDRE,Mathieu Floury,2.1770825,46.44664184,IBGN,Ind/sample,1997,2013,17,9,8,9,fall,family,NA,NA,NA,NA,41,23,62,16403,-1.927679156,-0.002328431,1097534,9206150,0.319480859,4,0.01451423,382.8,0.058513866,0.111111,0,0,778.8823529,16.21666667
100000121,France_2,4075700,France,VIENNE,Mathieu Floury,2.076389166,45.69366379,IBGN,Ind/sample,1998,2017,20,13,6,8,summer,family,NA,NA,NA,NA,39,27,60,24995,-1.927634661,0.026961153,1097534,3364540,0.329860619,4,14.89702,809.5,0.013060339,0,0,0,978.55,14.60791667
100000122,France_2,4086550,France,CREUSE,Mathieu Floury,2.167500179,45.76421068,IBGN,Ind/sample,1993,2016,24,14,7,9,summer,family,NA,NA,NA,NA,44,22,62,33371,-4.156236415,0.027184783,1097534,4960380,0.077869629,4,14.83469,652,0.015106793,0,0,0,943.2916667,14.71354167
100000123,France_2,4088000,France,GRANDE CREUSE,Mathieu Floury,1.919887262,46.21996401,IBGN,Ind/sample,1996,2017,22,17,7,9,summer,family,NA,NA,NA,NA,45,19,67,30036,-1.294937715,0.029719556,1097534,11275494,0.160404214,6,0.00594639,318.2,0.139533064,1,0,0,833.7272727,16.78257576
100000124,France_2,4089000,France,GRANDE CREUSE,Mathieu Floury,1.679220242,46.37816311,IBGN,Ind/sample,1996,2017,22,17,7,9,summer,family,NA,NA,NA,NA,46,22,73,37028,-1.839262922,0.029465462,1097534,14565431,0.053313113,6,0.02495804,212.5,0.050716957,0.222222,0,0,841.9545455,17.01742424
100000125,France_2,4090000,France,PETITE CREUSE,Mathieu Floury,1.689399363,46.38577932,IBGN,Ind/sample,1996,2017,22,14,7,9,summer,family,NA,NA,NA,NA,39,16,72,23956,-1.950934221,0.029465462,1097534,14724084,0.456048362,6,0.02447481,226.1,0.122429066,0.376623,0,0,841.9545455,17.01742424
100000126,France_2,4093500,France,GARTEMPE,Mathieu Floury,1.338396782,46.11766777,IBGN,Ind/sample,1992,2016,25,18,7,9,summer,family,NA,NA,NA,NA,47,20,72,81639,-2.802767863,0.028564103,1097534,13101677,0.035710795,6,621.0434,251.2,0,0.666667,0,0.341728562,973.2,17.012
100000127,France_2,4110700,France,SARTHE,Mathieu Floury,0.46825983,48.63143304,IBGN,Ind/sample,1997,2017,21,11,8,10,fall,family,NA,NA,NA,NA,29,26,55,44394,-6.585272303,0.017261905,1097534,16316945,0.459642474,4,21.3253,180.4,0.001632667,0.209877,0,0,745.6190476,15.48650794
100000128,France_2,4112200,France,SARTHE,Mathieu Floury,-0.022149211,48.38685809,IBGN,Ind/sample,1997,2017,21,13,7,9,summer,family,NA,NA,NA,NA,38,28,65,77418,-6.360937746,0.01948052,1097534,20650574,0.039914787,6,908.7299,123.9,0,0,0,0,736.952381,16.29642857
100000129,France_2,4115200,France,SARTHE,Mathieu Floury,0.178432904,48.07676224,IBGN,Ind/sample,1997,2017,21,13,7,9,summer,family,NA,NA,NA,NA,38,22,59,29665,-6.262301149,0.019686147,1097534,26799848,0.091787038,7,0.02639237,49.7,0.025205838,0.625,0,0,680.8571429,16.89880952
100000130,France_2,4123100,France,MAYENNE,Mathieu Floury,-0.146203666,48.47260441,IBGN,Ind/sample,1997,2010,14,9,8,10,fall,family,NA,NA,NA,NA,41,24,59,14158,-14.05265513,-0.001153846,1097534,13136961,0.028462392,3,5.441263,250.3,0.010802532,0.8,0,0,854.3571429,15.35892857
100000131,France_2,4123750,France,MAYENNE,Mathieu Floury,-0.586042568,48.44532103,IBGN,Ind/sample,1997,2017,21,13,7,9,summer,family,NA,NA,NA,NA,43,27,69,29204,-5.677283184,0.020703463,1097534,22412098,0.096823897,7,0.005697338,106.5,0.088158659,0.294118,0,0,785.047619,16.27063492
100000132,France_2,4123800,France,VARENNE,Mathieu Floury,-0.639079174,48.42967339,IBGN,Ind/sample,1997,2017,21,11,7,9,summer,family,NA,NA,NA,NA,40,17,64,13339,-6.000840097,0.020930736,1097534,22553253,0.056974224,7,628.181,100.6,0.006301434,0,0,0,791.5238095,16.21944444
100000133,France_2,4134000,France,LAYON,Mathieu Floury,-0.631689848,47.31624097,IBGN,Ind/sample,1992,2017,26,14,7,9,summer,family,NA,NA,NA,NA,42,13,73,38367,-2.467047394,0.028475783,1097534,27623779,0.034927241,2,0.4275994,21,0.039609382,1,0,0,759.2307692,17.03429487
100000134,France_2,4143000,France,MOINE,Mathieu Floury,-1.211743378,47.0973181,IBGN,Ind/sample,1995,2015,21,12,7,9,summer,family,NA,NA,NA,NA,48,21,64,51432,-3.647602627,0.014978355,1097534,28228351,0.245498083,6,0.01139622,61.2,0.222029128,1,0,0,807.8571429,16.82896825
100000135,France_2,4146500,France,ERDRE,Mathieu Floury,-1.482076532,47.46519272,IBGN,Ind/sample,1995,2017,23,14,7,9,summer,family,NA,NA,NA,NA,39,23,68,17118,-4.393451206,0.02252141,1097534,29697736,0.133510278,6,0.01993009,8.3,0.019590812,1,0,0,797.2608696,16.94456522
100000136,France_2,4148590,France,BOULOGNE,Mathieu Floury,-1.6023788,47.0367161,IBGN,Ind/sample,1995,2015,21,13,6,8,summer,family,NA,NA,NA,NA,42,21,74,25902,-2.983620843,0.012229437,1097534,29999689,0.216518962,7,457.6592,3.6,0,1,0,0,800.6190476,16.96746032
100000137,France_2,4150500,France,FALLERON,Mathieu Floury,-1.799471509,46.98343746,IBGN,Ind/sample,1997,2017,21,11,6,7,summer,family,NA,NA,NA,NA,30,17,59,21375,-4.484052656,0.020443723,1095381,29731095,0.216731805,5,116.2527,6.7,0,0.942943,0.05705707,0,784.3809524,17.10277778
100000138,France_2,4152500,France,JAUNAY,Mathieu Floury,-1.663462982,46.69036156,IBGN,Ind/sample,1997,2015,19,10,6,8,summer,family,NA,NA,NA,NA,32,18,64,27325,-2.967138446,0.0124269,1096618,28497108,0.123681366,5,0.04534171,23.9,0.015135314,1,0,0,763.3684211,16.83070176
100000139,France_2,4153100,France,CIBOULE,Mathieu Floury,-1.72072657,46.5793249,IBGN,Ind/sample,1997,2017,21,11,6,7,summer,family,NA,NA,NA,NA,37,18,60,24810,-5.062722545,0.0204329,1094395,29747860,0.289182567,5,105.0485,4.8,0,1,0,0,754.5238095,17.08214286
100000140,France_2,4156200,France,VENDEE,Mathieu Floury,-0.660416527,46.63088898,IBGN,Ind/sample,1997,2017,21,13,6,8,summer,family,NA,NA,NA,NA,44,27,72,49173,-5.502396291,0.024069264,1096878,21095060,0.05896068,4,18.07762,118.4,0,1,0,0,845.8571429,16.6515873
100000141,France_2,4164850,France,RANCE,Mathieu Floury,-2.114297091,48.30289875,IBGN,Ind/sample,1993,2016,24,19,6,8,summer,family,NA,NA,NA,NA,41,19,65,41371,-0.869417337,0.028333333,1097547,23092642,0.496959235,2,0.005713616,49.9,0.011688879,1,0,0,850.2083333,15.96388889
100000142,France_2,4168140,France,GOUESSANT,Mathieu Floury,-2.568496193,48.48464442,IBGN,Ind/sample,1993,2016,24,18,8,10,fall,family,NA,NA,NA,NA,37,14,70,32626,-0.654692622,0.028224638,1075311,27305550,0.261787185,6,0.01386967,41.9,0.017083851,1,0,0,922.1666667,15.58819445
100000143,France_2,4171450,France,LEFF,Mathieu Floury,-3.069095621,48.70611773,IBGN,Ind/sample,1993,2016,24,19,8,10,fall,family,NA,NA,NA,NA,44,13,75,62794,-0.023280943,0.027692029,1096765,27957597,0.254985797,3,2.33005,15.7,0,0.9333332,0,0,1000.041667,15.18159722
100000144,France_2,4172030,France,TRIEUX,Mathieu Floury,-3.146244203,48.63173269,IBGN,Ind/sample,1993,2015,23,16,8,10,fall,family,NA,NA,NA,NA,46,14,70,103196,0.821946311,0.026235385,1096765,27084486,0.232658227,6,0.09645201,41.2,0.034530452,0.975609,0,0,1028.727273,15.04090909
100000145,France_2,4172570,France,GUINDY,Mathieu Floury,-3.244417111,48.78745351,IBGN,Ind/sample,1993,2016,24,14,8,10,fall,family,NA,NA,NA,NA,41,14,64,32687,-1.853166475,0.022416337,1097267,29559878,0.305488285,5,123.1515,8.8,0,0.425926,0,0,991.173913,15.23695652
100000146,France_2,4173100,France,LEGUER,Mathieu Floury,-3.423006157,48.69508051,IBGN,Ind/sample,1993,2016,24,18,8,10,fall,family,NA,NA,NA,NA,48,22,75,67151,0.930471974,0.026061594,1097896,28985733,0.085012372,6,387.0371,16.6,0,0,0,0,1069.958333,14.99270833
100000147,France_2,4174250,France,QUEFFLEUTH,Mathieu Floury,-3.83696845,48.5663615,IBGN,Ind/sample,1993,2016,24,13,6,8,summer,family,NA,NA,NA,NA,42,16,66,72824,1.808341358,0.024800725,1097263,29008141,0.119318563,5,0.01443315,16.9,0.005397008,0.333333,0.619048,0,1142,14.97118056
100000148,France_2,4175100,France,ABER WRACH EST,Mathieu Floury,-4.389513663,48.54995611,IBGN,Ind/sample,1997,2015,19,17,7,9,summer,family,NA,NA,NA,NA,48,24,67,72208,1.268090708,0.009678363,1096763,25847925,0.142103441,1,0.1132088,33.3,0.017090145,1,0,0,1192.315789,15.09385965
100000149,France_2,4177320,France,ELORN,Mathieu Floury,-4.000326649,48.38452369,IBGN,Ind/sample,1997,2016,20,14,7,9,summer,family,NA,NA,NA,NA,31,14,49,12876,1.982025769,0.011434837,1097545,17835403,0.210992964,3,0.02312582,159,0.014385243,0.162162,0,0,1233.6,14.67041667
100000150,France_2,4178000,France,ELORN,Mathieu Floury,-4.21568751,48.4693004,IBGN,Ind/sample,1997,2016,20,14,7,9,summer,family,NA,NA,NA,NA,52,26,67,66059,2.773181683,0.011390977,1097545,29225590,0.079700362,5,173.9565,12.6,0.001798155,0.928571,0,0,1194.2,15.10583333
100000151,France_2,4178650,France,AULNE,Mathieu Floury,-3.710439332,48.25424099,IBGN,Ind/sample,1997,2013,17,15,7,9,summer,family,NA,NA,NA,NA,46,20,69,31290,-2.124386248,-0.012806373,1097042,25545163,0.211531596,6,0.01160129,69.3,0.044040764,1,0,0.751796258,1144.882353,14.95735294
100000152,France_2,4179000,France,HYERE,Mathieu Floury,-3.563029763,48.29128446,IBGN,Ind/sample,1997,2015,19,15,7,9,summer,family,NA,NA,NA,NA,41,14,70,43103,1.090145611,0.021599947,1097042,24364158,0.268501369,6,0.4558797,84.7,0.074703389,1,0,0.478134511,1117.705882,15.08431373
100000153,France_2,4182000,France,ODET,Mathieu Floury,-4.063663173,48.00585592,IBGN,Ind/sample,1997,2013,17,10,8,10,fall,family,NA,NA,NA,NA,43,17,57,16841,-2.843578873,-0.012030229,1097259,29151656,0.045956994,6,136.0005,12.8,0.012559591,0.875,0,0,1135.529412,15.4245098
100000154,France_2,4186700,France,ISOLE,Mathieu Floury,-3.617936038,47.92808622,IBGN,Ind/sample,1994,2013,20,17,8,10,fall,family,NA,NA,NA,NA,51,22,69,50443,-4.229152941,0.004191729,1097541,26423589,0.115069051,5,146.7315,27.9,0,0.3,0,0,1086.75,15.38708333
100000155,France_2,4188000,France,ELLE,Mathieu Floury,-3.469043297,47.90416047,IBGN,Ind/sample,1994,2013,20,17,8,10,fall,family,NA,NA,NA,NA,48,20,75,47748,-4.393630291,0.004887218,1097541,28707344,0.166917603,6,0.1053832,23.3,0.050069164,0.301405019,0,0,1053.8,15.51
100000156,France_2,4190000,France,SCORFF,Mathieu Floury,-3.419372553,47.90553949,IBGN,Ind/sample,1994,2012,19,16,8,10,fall,family,NA,NA,NA,NA,46,17,74,50108,-6.867311416,0.018143275,1096883,24774271,0.293564914,1,0.2650725,39.1,0.308190509,0.372549,0,0,1043.210526,15.55263158
100000157,France_2,4195000,France,LOC H,Mathieu Floury,-2.990181954,47.72170168,IBGN,Ind/sample,1992,2013,22,18,8,10,fall,family,NA,NA,NA,NA,50,12,75,47646,0.556676001,0.016421984,1097254,26812133,0.21371715,1,0.1008093,33.6,0.107440202,0.855856,0.09009,0,949.0909091,15.92878788
100000158,France_2,4200595,France,VILAINE,Mathieu Floury,-1.060860091,48.18663769,IBGN,Ind/sample,1997,2017,21,12,7,9,summer,family,NA,NA,NA,NA,43,23,57,12415,-4.990922388,0.023495671,1097535,23103866,0.269043444,5,0.03247432,94.4,0.001079135,0.2553196,0,0,789.4761905,16.42380952
100000159,France_2,4212700,France,SEMNON,Mathieu Floury,-1.714136955,47.8986461,IBGN,Ind/sample,1992,2016,25,16,6,8,summer,family,NA,NA,NA,NA,37,13,74,35523,1.145349963,0.026525641,1097535,29070861,0.069078076,6,321.9585,15.4,0,1,0,0,801.36,16.679
100000160,France_2,4214000,France,CHERE,Mathieu Floury,-1.412643204,47.71819587,IBGN,Ind/sample,1995,2017,23,14,6,8,summer,family,NA,NA,NA,NA,38,10,63,30489,-4.278108997,0.021327404,1097535,26569079,0.167521194,5,0.01838005,53,0.026052228,1,0,0,800.1304348,16.79275362
100000161,France_2,4214495,France,CHERE,Mathieu Floury,-1.785735936,47.69962099,IBGN,Ind/sample,1995,2015,21,13,6,8,summer,family,NA,NA,NA,NA,41,21,72,25723,-1.96061815,0.013008658,1097535,29864897,0.340941056,6,0.03839738,10.4,0.057195011,1,0,0,804.952381,16.88253968
100000162,France_2,5021500,France,TARDOIRE,Mathieu Floury,0.840509619,45.71817236,IBGN,Ind/sample,1992,2016,25,19,7,9,summer,family,NA,NA,NA,NA,48,17,66,27152,-4.303267176,0.02899359,1097876,12482880,0.131887988,5,0.2600889,267.8,0.002662199,0.409091,0,0,961.52,17.32666667
100000163,France_2,5022100,France,BANDIAT,Mathieu Floury,0.621259083,45.53410631,IBGN,Ind/sample,1992,2017,26,22,6,8,summer,family,NA,NA,NA,NA,51,19,71,23953,-6.313331667,0.034247863,1097876,20132028,0.096232419,5,0.01924012,135.3,0.043479879,0.875,0,0,904.1538462,17.95929487
100000164,France_2,5030000,France,DRONNE,Mathieu Floury,-0.131520297,45.04043212,IBGN,Ind/sample,1992,2017,26,16,7,9,summer,family,NA,NA,NA,NA,44,15,65,73340,-7.434415882,0.034350427,1096549,29952004,0.072807014,7,2780.954,4.1,0,0.5,0.5,0,872.8846154,18.6400641
100000165,France_2,5033500,France,DRONNE,Mathieu Floury,0.289430831,45.2703454,IBGN,Ind/sample,1992,2017,26,20,6,8,summer,family,NA,NA,NA,NA,53,20,72,26543,-7.197011227,0.034207977,1096549,26366780,0.380689615,6,1146.631,52.9,0,0.968254,0,0,876.3461538,18.53044872
100000166,France_2,5035000,France,DRONNE,Mathieu Floury,0.722462774,45.47133947,IBGN,Ind/sample,1992,2017,26,22,7,9,summer,family,NA,NA,NA,NA,52,27,77,61308,-6.277319149,0.034846154,1096549,19328507,0.12644561,4,0.007289099,144.2,0.107089975,0.047619,0,0,903.6153846,18.10160257
100000167,France_2,5038000,France,ISLE,Mathieu Floury,0.246702472,45.02976465,IBGN,Ind/sample,1992,2016,25,14,7,9,summer,family,NA,NA,NA,NA,42,18,65,16113,-6.381157231,0.029371795,1096549,27733560,0.109231064,7,3351.32,34.2,0,0.9999996,0,0,902.84,18.766
100000168,France_2,5039000,France,ISLE,Mathieu Floury,0.593129465,45.17203451,IBGN,Ind/sample,1992,2012,21,12,7,9,summer,family,NA,NA,NA,NA,35,15,66,15340,-12.11291079,0.024491342,1096549,25127839,0.024212679,7,2379.959,70.3,0,1,0,0,921.3333333,18.49206349
100000169,France_2,5042080,France,AUVEZERE,Mathieu Floury,1.307567165,45.42868271,IBGN,Ind/sample,1992,2017,26,20,7,9,summer,family,NA,NA,NA,NA,35,16,67,29737,-6.503498272,0.034672365,1096549,12307699,0.060257982,5,158.0429,272.8,0,0.5,0,0,998.7692308,17.425
