,Respi_teg,Respi_gil,Respi_pls,Respi_spi,Respi_ves,ResisForm_egg,ResisForm_coc,ResisForm_hou,ResisForm_did,ResisForm_non,Disp_aquatic_passive,Disp_aquatic_active,Disp_aerial_passive,Disp_aerial_active,AquStag_egg,AquStag_larva,AquStag_nymph,AquStag_adult,LifCycDur_ls1yr,LifCycDur_1yr,Repro_ovo,Repro_fie,Repro_cie,Repro_fic,Repro_frc,Repro_vec,Repro_tec,Repro_ase,MaxBody_s1,MaxBody_s2,MaxBody_s3,MaxBody_s4,MaxBody_s5,MaxBody_s6,MaxBody_s7,WingPair_wnb1,WingPair_wnb2,WingPair_wnb3,WingPair_wnb4,WingPair_wnb5,PropDrif_drift1,PropDrif_drift2,PropDrif_drift3,FeedType_gra,FeedType_min,FeedType_xyl,FeedType_shr,FeedType_gat,FeedType_aff,FeedType_pff,FeedType_pre,FeedType_par,FeedType_oth
taxon_11056,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.5,0,0,0.5,0,0
taxon_11063,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.5,0,0,0,0.5,0,0,0,0,0
taxon_11065,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.454545455,0,0,0,0.454545455,0.090909091,0,0,0,0
taxon_11066,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.454545455,0,0,0,0.454545455,0.090909091,0,0,0,0
taxon_11068,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_11074,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_11075,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_11110,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_11139,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0.5,0.5,0,0,0.666666667,0.333333333,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0.1,0.2,0,0,0.6,0,0
taxon_11140,1,0,0,0,0,0,0,0,0,1,0.4,0.4,0,0.2,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0.1,0.2,0,0,0.6,0,0
taxon_11141,0.2,0,0.2,0.6,0,0,1,0,0,0,0,0,0,1,0.3,0.3,0.3,0.1,0.25,0.75,0,0,0,0.75,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_11165,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,0.25,0,0.75,0.4,0.6,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11176,0.25,0.75,0,0,0,0,0,0.25,0,0.75,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_11177,0.25,0.75,0,0,0,0,0,0.25,0,0.75,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_11178,0.25,0.75,0,0,0,0,0,0.25,0,0.75,0.75,0.25,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_11186,0.25,0.75,0,0,0,0,0,0,0,1,0.4,0,0,0.6,0.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11192,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0.2,0.4,0,0.4,0.375,0.375,0,0.25,1,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.3,0,0,0,0.7,0,0,0,0,0
taxon_11196,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.75,0.25,0,0,0.2,0.6,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11197,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.5,0,0.5,0.375,0.375,0,0.25,1,0,0,0,0.2,0.6,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_11202,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.333333333,0.166666667,0.5,0.375,0.375,0,0.25,1,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0
taxon_11203,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.6,0.4,0,0,0.166666667,0.5,0,0.333333333,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_11204,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.6,0.4,0,0,0.166666667,0.5,0,0.333333333,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0
taxon_11205,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.6,0.4,0,0,0.166666667,0.5,0,0.333333333,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0
taxon_11209,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.6,0.4,0,0,0.166666667,0.5,0,0.333333333,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_11212,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.4,0.2,0.4,0.375,0.375,0,0.25,0.6,0.4,0,0,0.166666667,0.5,0,0.333333333,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4,0,0.4,0.2,0,0
taxon_11213,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0,0.75,0,0.25,0.375,0.375,0,0.25,1,0,0,0,0.25,0.75,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11218,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taxon_11219,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0
taxon_11220,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taxon_11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.8,0,0
taxon_11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.8,0,0
taxon_11225,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0.5,0.5,0,0,0,0,0
taxon_11227,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0.5,0.5,0,0,0,0,0
taxon_11234,0,0,0,1,0,0.6,0,0,0.4,0,0,0,0.4,0.6,0.142857143,0.428571429,0.428571429,0,1,0,0,0.2,0,0,0.6,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11250,0,0,0,1,0,0.6,0,0,0.4,0,0,0,0.4,0.6,0.142857143,0.428571429,0.428571429,0,1,0,0,0.2,0,0,0.6,0,0.2,0,0,0.25,0.75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_11255,0,0,0.75,0.25,0,0,0,0,0,1,0,0.25,0.25,0.5,0.285714286,0.285714286,0.285714286,0.142857143,0.25,0.75,0,0,0.4,0.4,0,0.2,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxon_11336,0,0,0.75,0.25,0,0,0,0,0,1,0,0.25,0.25,0.5,0.285714286,0.285714286,0.285714286,0.142857143,0.25,0.75,0,0,0.4,0.4,0,0.2,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxon_11350,0.2,0.2,0,0.6,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0,0,1,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxon_11353,0.2,0.2,0,0.6,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0,0,1,0,0.25,0.75,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxon_11354,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0,0,1,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxon_11361,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,0,0,0,0.6,0,0,0,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11375,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.214285714,0.5,0,0,0,0.285714286
taxon_11376,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3,0.7,0,0,0,0
taxon_11377,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
taxon_11378,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.4,0.4,0.2,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.272727273,0.545454545,0.181818182,0,0,0
taxon_11379,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.4,0.4,0.2,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.272727273,0.545454545,0.181818182,0,0,0
taxon_11380,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.4,0.4,0.2,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.272727273,0.545454545,0.181818182,0,0,0
taxon_11388,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.4,0.4,0.2,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.272727273,0.545454545,0.181818182,0,0,0
taxon_11585,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
taxon_11595,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,1,0,0.25,0,0.75,0.25,0.5,0,0.25,0.25,0.75,0,0,0,0,0,0.25,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_11621,0.375,0,0.375,0.25,0,0,0,0,0,1,0,0.25,0,0.75,0.166666667,0.5,0,0.333333333,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0.363636364,0,0,0.272727273,0.363636364,0,0,0,0,0
taxon_11623,0.375,0,0.375,0.25,0,0,0,0,0,1,0,0.25,0,0.75,0.166666667,0.5,0,0.333333333,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0.363636364,0,0,0.272727273,0.363636364,0,0,0,0,0
taxon_11624,0.375,0,0.375,0.25,0,0,0,0,0,1,0,0.25,0,0.75,0.166666667,0.5,0,0.333333333,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0.363636364,0,0,0.272727273,0.363636364,0,0,0,0,0
taxon_11625,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11628,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11642,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11645,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11647,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11652,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11654,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11656,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11659,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11662,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11663,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_11719,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11722,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11723,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11727,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11729,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11730,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11732,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11733,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11745,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11746,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11747,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11752,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11753,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11755,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11758,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11760,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11763,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11769,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11770,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11779,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11780,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11782,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11783,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11789,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11790,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11791,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11800,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11812,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_11829,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0
taxon_11833,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0
taxon_11847,0,0,0,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
